ort;kanton;name;baujahr;konfession;bautypus;architekt;infolink;id
Roggwil;TG;St. Otmar;1963;Römisch-katholisch;Kirche;"Brantschen, Ernest; Weisser, Alfons";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1000/1094_tg_roggwil_st_otmar/index_ger.html;1094
Sitterdorf;TG;St. Maria;1959 - 1961;Römisch-katholisch;Gemeindezentrum;Metzger, Fritz;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1000/1095_tg_sitterdorf_st_maria/index_ger.html;1095
Steckborn;TG;St. Jakobus d. Ä.;1961 - 1963;Römisch-katholisch;Kirche;"Zöllig, Karl; Schmidt, Hermann";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1000/1096_tg_steckborn_st_jakobus_d_ae/index_ger.html;1096
Sulgen;TG;St. Peter und Paul;1959 - 1961;Römisch-katholisch;Kirche;"Brantschen, Ernest; Weisser, Alfons";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1000/1097_tg_sulgen_st_peter_und_paul/index_ger.html;1097
Tägerwilen;TG;Bruder Klaus;1969;Römisch-katholisch;Kirche;Brütsch, Hanns A.;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1000/1098_tg_taegerwilen_bruder_klaus/index_ger.html;1098
Wängi;TG;St. Johannes der Täufer;1957 - 1958;Römisch-katholisch;Kirche;Metzger, Fritz;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1000/1099_tg_waengi_st_johannes_der_taeufer/index_ger.html;1099
Weinfelden;TG;Paritätische Abdankungskapelle;1956;Friedhof;Kapelle;Hunziker, Jakob;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1000/1100_tg_weinfelden_paritaetische_abdankungskapelle/index_ger.html;1100
Beringen;SH;Friedenskirche;1967;Römisch-katholisch;Kirche;"Wernle, Josef; Firma HORTA AG, Zürich";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1103_sh_beringen_friedenskirche/index_ger.html;1103
Uznach;SG;Katholische Abteikirche St. Otmarsberg;1987 - 1988;Römisch-katholisch;Kirche;Oberholzer, Herbert;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1104_sg_uznach_katholische_abteikirche_st_otmarsberg/index_ger.html;1104
Solothurn;SO;Marienkirche;1951 - 1954;Römisch-katholisch;Kirche;Schütz, Josef;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1106_so_solothurn_marienkirche/index_ger.html;1106
Langendorf;SO;Ökumenisches Kirchenzentrum;1967 - 1971;Ökumenisch;Gemeindezentrum;Pauli, Manuel;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1107_so_langendorf_oekumenisches_kirchenzentrum/index_ger.html;1107
Lommiswil;SO;Heiliggeist;1967 - 1969;Römisch-katholisch;Kirche;Hanselmann, Roland;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1108_so_lommiswil_heiliggeist/index_ger.html;1108
Bettlach;SO;Markuskirche;1959;Evangelisch-reformiert;Gemeindezentrum;Kleiber, Charles;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1109_so_bettlach_markuskirche/index_ger.html;1109
Lohn-Ammannsegg;SO;Lukaskirche;1962;Evangelisch-reformiert;Kirche;Huber, Benedikt;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1110_so_lohn_ammannsegg_lukaskirche/index_ger.html;1110
Lohn-Ammannsegg;SO;Katholisches Pfarreizentrum;1973;Römisch-katholisch;Gemeindezentrum;Gschwind, Alfred;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1111_so_lohn_ammannsegg_katholisches_pfarreizentrum/index_ger.html;1111
Gerlafingen;SO;Bruder Klaus;1955 - 1956;Römisch-katholisch;Kirche;Metzger, Fritz;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1112_so_gerlafingen_bruder_klaus/index_ger.html;1112
Kriegstetten;SO;Kirchenzentrum Adlermatte;1963 - 1964;Evangelisch-reformiert;Gemeindezentrum;Huber, Benedikt;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1113_so_kriegstetten_kirchenzentrum_adlermatte/index_ger.html;1113
Luterbach;SO;Reformierte Kirche;1966;Evangelisch-reformiert;Kirche;Bader, Hans R.;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1114_so_luterbach_reformierte_kirche/index_ger.html;1114
Zuchwil;SO;Neuapostolische Kirche;2005;Neuapostolisch;Kirche;"Mathys, Beat; Stücheli, Ursula";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1115_so_zuchwil_neuapostolische_kirche/index_ger.html;1115
Zuchwil;SO;St. Martin;1952 - 1956;Römisch-katholisch;Kirche;Baur, Hermann;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1116_so_zuchwil_st_martin/index_ger.html;1116
Härkingen;SO;St. Johannes der Täufer;1954 - 1955;Römisch-katholisch;Kirche;Sperisen, Otto;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1117_so_haerkingen_st_johannes_der_taeufer/index_ger.html;1117
Fulenbach;SO;St. Stephan;1955 - 1956;Römisch-katholisch;Kirche;Pfammatter, Ferdinand;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1118_so_fulenbach_st_stephan/index_ger.html;1118
Olten;SO;Pauluskirche;1967 - 1969;Evangelisch-reformiert;Kirche;"Haldemann, Bruno; Müller, Ernst";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1119_so_olten_pauluskirche/index_ger.html;1119
Olten;SO;St. Marien;1951 - 1953;Römisch-katholisch;Kirche;Baur, Hermann;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1120_so_olten_st_marien/index_ger.html;1120
Dulliken;SO;St. Wendelin;1967 - 1972;Römisch-katholisch;Gemeindezentrum;"Gervasoni, Nino; Prina, Aldo";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1121_so_dulliken_st_wendelin/index_ger.html;1121
Dulliken;SO;Reformierte Kirche;1959 - 1961;Evangelisch-reformiert;Kirche;Belart, Walter;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1122_so_dulliken_reformierte_kirche/index_ger.html;1122
Däniken;SO;St. Josef;1962 - 1964;Römisch-katholisch;Kirche;Brütsch, Hanns A.;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1123_so_daeniken_st_josef/index_ger.html;1123
Lostorf;SO;Reformierte Kirche;1968;Evangelisch-reformiert;Kirche;Bader, Hans R.;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1124_so_lostorf_reformierte_kirche/index_ger.html;1124
Trimbach;SO;Johanneskirche;1951;Evangelisch-reformiert;Kirche;"Dubach, Hans; Gloor, Walter";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1125_so_trimbach_johanneskirche/index_ger.html;1125
Welschenrohr;SO;Reformierte Kirche;1962;Evangelisch-reformiert;Kirche;Kleiber, Charles;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1126_so_welschenrohr_reformierte_kirche/index_ger.html;1126
Aedermannsdorf;SO;St. Joseph;1965 - 1967;Römisch-katholisch;Kirche;Moser, Walter;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1127_so_aedermannsdorf_st_joseph/index_ger.html;1127
Büsserach;SO;St. Peter;1952 - 1953;Römisch-katholisch;Kirche;"Gerster, Alban; Meyer, Wilhelm";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1128_so_buesserach_st_peter/index_ger.html;1128
Breitenbach;SO;St. Margaretha;1964 - 1966;Römisch-katholisch;Kirche;"Förderer, Walter Maria; Otto, Rolf Georg; et al.";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1129_so_breitenbach_st_margaretha/index_ger.html;1129
Arbedo;TI;S. Giuseppe;1967 - 1969;Römisch-katholisch;Kirche;Mina, Giampiero;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1130_ti_arbedo_s_giuseppe/index_ger.html;1130
Cari (Faido);TI;SS. Carlo e Lorenzo;1984;Römisch-katholisch;Kirche;"Finzi, Alberto; Lucchini, Renzo";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1131_ti_cari_faido_ss_carlo_e_lorenzo/index_ger.html;1131
Quartino (Gambarogno);TI;S. Nicola di Bari;1953;Römisch-katholisch;Kirche;Alberti, Giacomo;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1132_ti_quartino_gambarogno_s_nicola_di_bari/index_ger.html;1132
Locarno;TI;Sacra Famiglia;1990 - 1992;Römisch-katholisch;Kirche;Tallone, Guido;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1133_ti_locarno_sacra_famiglia/index_ger.html;1133
All’Acqua (Bedretto);TI;S. Carlo;1981 - 1983;Römisch-katholisch;Kapelle;Finzi, Alberto;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1134_ti_allacqua_bedretto_s_carlo/index_ger.html;1134
Bioggio;TI;Beata Vergine;1970;Römisch-katholisch;Kapelle;Savi, Luciano;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1135_ti_bioggio_beata_vergine/index_ger.html;1135
Spiringen;UR;St. Michael;1950 - 1951;Römisch-katholisch;Kirche;Steiner, Josef;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1138_ur_spiringen_st_michael/index_ger.html;1138
Göscheneralp (Göschenen);UR;Kapelle Sieben Schmerzen Mariä;1957 - 1958;Römisch-katholisch;Kapelle;Bossart, Hans;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1139_ur_goescheneralp_goeschenen_kapelle_sieben_schmerzen_mariae/index_ger.html;1139
Kilchberg;ZH;St. Elisabeth;1965 - 1967;Römisch-katholisch;Gemeindezentrum;Studer, André;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1140_zh_kilchberg_st_elisabeth/index_ger.html;1140
Hütten (Wädenswil);ZH;St. Jakobus;1969;Römisch-katholisch;Kirche;Federer, Kurt;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1141_zh_huetten_waedenswil_st_jakobus/index_ger.html;1141
Langnau am Albis;ZH;St. Marien;1967 - 1969;Römisch-katholisch;Kirche;Ladner, Eduard;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1142_zh_langnau_am_albis_st_marien/index_ger.html;1142
Zollikon;ZH;Hl. Dreifaltigkeit;1997;Römisch-katholisch;Kirche;"Caretta, Marco; Kupferschmid, René";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1143_zh_zollikon_hl_dreifaltigkeit/index_ger.html;1143
Zollikon;ZH;St. Michael;1964 - 1966;Römisch-katholisch;Kirche;Higi, Karl;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1144_zh_zollikon_st_michael/index_ger.html;1144
Herrliberg;ZH;St. Marien;1955 - 1956;Römisch-katholisch;Kirche;Pfammatter, Ferdinand;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1145_zh_herrliberg_st_marien/index_ger.html;1145
Meilen;ZH;St. Martin;1950 - 1951;Römisch-katholisch;Kirche;Glaus, Otto;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1146_zh_meilen_st_martin/index_ger.html;1146
Opfikon;ZH;Reformierte Kirche und Pfarrhaus;1956 - 1957;Evangelisch-reformiert;Kirche;Küenzli, Rudolf;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1147_zh_opfikon_reformierte_kirche_und_pfarrhaus/index_ger.html;1147
Opfikon;ZH;St. Anna;1956;Römisch-katholisch;Kirche;Kopf, Arthur;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1148_zh_opfikon_st_anna/index_ger.html;1148
Wallisellen;ZH;St. Antonius;1956 - 1958;Römisch-katholisch;Kirche;Higi, Karl;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1149_zh_wallisellen_st_antonius/index_ger.html;1149
Dübendorf;ZH;Maria-Frieden;1949 - 1953;Römisch-katholisch;Kirche;"Pfammatter, Ferdinand; Rieger, Walter";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1150_zh_duebendorf_maria_frieden/index_ger.html;1150
Winterthur;ZH;St. Laurentius;1957 - 1959;Römisch-katholisch;Kirche;Baur, Hermann;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1152_zh_winterthur_st_laurentius/index_ger.html;1152
Illnau-Effretikon;ZH;Reformierte Kirche;1959 - 1961;Evangelisch-reformiert;Kirche;Gisel, Ernst;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1153_zh_illnau_effretikon_reformierte_kirche/index_ger.html;1153
Dielsdorf;ZH;St. Paulus;1960 - 1962;Römisch-katholisch;Kirche;Dahinden, Justus;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1154_zh_dielsdorf_st_paulus/index_ger.html;1154
Oberglatt;ZH;Reformierte Kirche;1962 - 1963;Evangelisch-reformiert;Kirche;Gisel, Ernst;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1155_zh_oberglatt_reformierte_kirche/index_ger.html;1155
Oberengstringen;ZH;St. Mauritius;1963 - 1964;Römisch-katholisch;Gemeindezentrum;Metzger, Fritz;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1156_zh_oberengstringen_st_mauritius/index_ger.html;1156
Schlieren;ZH;St. Josef;1959 - 1960;Römisch-katholisch;Kirche;Higi, Karl;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1157_zh_schlieren_st_josef/index_ger.html;1157
Urdorf;ZH;Reformiertes kirchliches Zentrum;1965 - 1971;Evangelisch-reformiert;Gemeindezentrum;"Schwarz, Felix; Gutmann, Rolf";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1158_zh_urdorf_reformiertes_kirchliches_zentrum/index_ger.html;1158
Urdorf;ZH;Bruder Klaus;1962 - 1964;Römisch-katholisch;Kirche;"Sperisen, Otto; Sperisen, Hansjörg";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1159_zh_urdorf_bruder_klaus/index_ger.html;1159
Wädenswil;ZH;St. Anna;1955;Römisch-katholisch;Kapelle;Pfammatter, Ferdinand;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1160_zh_waedenswil_st_anna/index_ger.html;1160
Oberrieden;ZH;Heilig Chrüz;1988;Römisch-katholisch;Gemeindezentrum;"Dachtler, Egon; Nigg, Erwin";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1163_zh_oberrieden_heilig_chruez/index_ger.html;1163
Egg ZH;ZH;Pfarreizentrum;1994 - 1997;Römisch-katholisch;Gemeindezentrum;"Sik, Miroslav; Studer, Daniel";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1164_zh_egg_zh_pfarreizentrum/index_ger.html;1164
Kloten;ZH;Christkönig;1969 - 1971;Römisch-katholisch;Gemeindezentrum;"Egli, Willi; Viquerat, Ewald";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1165_zh_kloten_christkoenig/index_ger.html;1165
Zollikon;ZH;Reformiertes kirchliches Zentrum;1959 - 1960;Evangelisch-reformiert;Gemeindezentrum;"Hubacher, Annemarie; Hubacher, Hans";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1166_zh_zollikon_reformiertes_kirchliches_zentrum/index_ger.html;1166
Flamatt (Wünnewil-Flamatt);FR;Katholisches Kirchenzentrum Flamatt;1972 - 1973;Römisch-katholisch;Gemeindezentrum;Atelier 5;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1167_fr_flamatt_wuennewil_flamatt_katholisches_kirchenzentrum_flamatt/index_ger.html;1167
Altstätten;SG;Heimkirche zum Guten Hirten;1965 - 1967;Römisch-katholisch;Kirche;"Bächtold, Rolf; Baumgartner, Arthur";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1168_sg_altstaetten_heimkirche_zum_guten_hirten/index_ger.html;1168
Wittenbach;SG;St. Konrad;1977 - 1978;Römisch-katholisch;Kirche;"Bächtold, Rolf; Baumgartner, Arthur";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1169_sg_wittenbach_st_konrad/index_ger.html;1169
Wikon;LU;Felix und Regula;1962 - 1963;Römisch-katholisch;Kirche;Baur, Hermann;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1171_lu_wikon_felix_und_regula/index_ger.html;1171
Ennetbaden;AG;St. Michael;1960 - 1966;Römisch-katholisch;Gemeindezentrum;"Baur, Hermann; Baur, Hanspeter";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1172_ag_ennetbaden_st_michael/index_ger.html;1172
Mase (Mont-Noble);VS;Ste-Madeleine;1986 - 1988;Römisch-katholisch;Kirche;Beck, Christian;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1173_vs_mase_mont_noble_ste_madeleine/index_ger.html;1173
Bigorio (Capriasca);TI;Kapelle des Kapuzinerklosters Santa Maria;1966 - 1967;Römisch-katholisch;Kapelle;Botta, Mario;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1174_ti_bigorio_capriasca_kapelle_des_kapuzinerklosters_santa_maria/index_ger.html;1174
Mogno (Lavizzara);TI;San Giovanni Battista;1992 - 1994;Römisch-katholisch;Kirche;Botta, Mario;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1175_ti_mogno_lavizzara_san_giovanni_battista/index_ger.html;1175
Monte Tamaro (Rivera TI);TI;S. Maria degli Angeli;1992 - 1996;Römisch-katholisch;Kapelle;Botta, Mario;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1176_ti_monte_tamaro_rivera_ti_s_maria_degli_angeli/index_ger.html;1176
Hohenrain;LU;St. Johannes;1964 - 1965;Römisch-katholisch;Kirche;"Brantschen, Ernest; Weisser, Alfons";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1179_lu_hohenrain_st_johannes/index_ger.html;1179
Baldegg (Hochdorf);LU;Kloster Baldegg, Mutterhaus Sonnhalde;1968 - 1975;Römisch-katholisch;Kloster;Breuer, Marcel;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1181_lu_baldegg_hochdorf_kloster_baldegg_mutterhaus_sonnhalde/index_ger.html;1181
Vevey;VD;St-Jean l'Évangéliste;1968;Römisch-katholisch;Kirche;Brütsch, Hanns A.;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1183_vd_vevey_st_jean_l_vangliste/index_ger.html;1183
Altdorf UR;UR;Bruder Klaus;1969;Römisch-katholisch;Kirche;Brütsch, Hanns A.;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1184_ur_altdorf_ur_bruder_klaus/index_ger.html;1184
Bussigny;VD;St-Pierre;1969;Römisch-katholisch;Kirche;Brütsch, Hanns A.;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1186_vd_bussigny_st_pierre/index_ger.html;1186
Onex;GE;St-Marc;1969;Römisch-katholisch;Kirche;Brütsch, Hanns A.;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1187_ge_onex_st_marc/index_ger.html;1187
Münsingen;BE;St. Johannes;1969 - 1970;Römisch-katholisch;Kirche;Brütsch, Hanns A.;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1188_be_muensingen_st_johannes/index_ger.html;1188
Baar;ZG;St. Thomas;1971;Römisch-katholisch;Kirche;Brütsch, Hanns A.;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1189_zg_baar_st_thomas/index_ger.html;1189
Volketswil;ZH;Bruder Klaus;1971;Römisch-katholisch;Kirche;Brütsch, Hanns A.;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1190_zh_volketswil_bruder_klaus/index_ger.html;1190
Bassersdorf;ZH;St. Franziskus;1973;Römisch-katholisch;Kirche;Brütsch, Hanns A.;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1192_zh_bassersdorf_st_franziskus/index_ger.html;1192
Bettmeralp;VS;St. Michael;1972 - 1974;Römisch-katholisch;Gemeindezentrum;"Brütsch, Hanns A.; Bernet, Edwin A.";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1194_vs_bettmeralp_st_michael/index_ger.html;1194
Zweisimmen;BE;St. Franziskus;1977 - 1978;Römisch-katholisch;Gemeindezentrum;Brütsch, Hanns A.;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1195_be_zweisimmen_st_franziskus/index_ger.html;1195
Troinex;GE;Ste-Marie Madeleine;1958 - 1959;Römisch-katholisch;Kirche;Damay, Alfred;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1198_ge_troinex_ste_marie_madeleine/index_ger.html;1198
Winterthur;ZH;St. Urban;1973 - 1974;Römisch-katholisch;Gemeindezentrum;Davi, Benito;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1100/1199_zh_winterthur_st_urban/index_ger.html;1199
Rüschlikon;ZH;St. Niklaus;1981 - 1982;Römisch-katholisch;Kirche;Davi, Benito;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1200/1200_zh_rueschlikon_st_niklaus/index_ger.html;1200
Kriens;LU;Bruder Klaus;1952 - 1953;Römisch-katholisch;Kirche;Dreyer, Otto;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1200/1202_lu_kriens_bruder_klaus/index_ger.html;1202
Saint-Martin VS;VS;St-Martin;1949 - 1950;Römisch-katholisch;Kirche;"Dumas, Fernand; Honegger, Denis";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1200/1203_vs_saint_martin_vs_st_martin/index_ger.html;1203
